"clc_111";"clc_112";"clc_121";"clc_122";"clc_123";"clc_124";"clc_131";"clc_132";"clc_133";"clc_141";"clc_142";"clc_211";"clc_221";"clc_222";"clc_231";"clc_242";"clc_243";"clc_311";"clc_312";"clc_313";"clc_321";"clc_322";"clc_324";"clc_331";"clc_333";"clc_411";"clc_412";"clc_511";"clc_512";"expression"
"6741331";;0,3959;;;;;;;;;;;;;;;0,6041;;;;;;;;;;;;;"0.3959 * clc_112 + 0.6041 * clc_243"
"6741332";;0,8969;;;;;;;;;;0,1031;;;;;0;;;;;;;;;;;;;"0.8969 * clc_112 + 0.1031 * clc_211 + 0 * clc_243"
"6741333";;0,0149;0,0111;;;;;;;;;0,7277;;;;;0,2463;;;;;;;;;;;;;"0.0149 * clc_112 + 0.0111 * clc_121 + 0.7277 * clc_211 + 0.2463 * clc_243"
"6741339";;0,0272;;;;;;;;;;0,5593;;;;;0,4135;;;;;;;;;;;;;"0.0272 * clc_112 + 0.5593 * clc_211 + 0.4135 * clc_243"
"674134";;0,1434;6e-04;;;;;;;;;0,7792;;;;;0,0768;;;;;;;;;;;;;"0.1434 * clc_112 + 6e-04 * clc_121 + 0.7792 * clc_211 + 0.0768 * clc_243"
"6741351";;;;;;;;;;;;0,6033;;;;;0,3967;;;;;;;;;;;;;"0.6033 * clc_211 + 0.3967 * clc_243"
"6741359";;0,0086;0,0052;;;;;;;;;0,4962;;;;;0,49;;;;;;;;;;;;;"0.0086 * clc_112 + 0.0052 * clc_121 + 0.4962 * clc_211 + 0.49 * clc_243"
"674136";;0,1148;0,0026;;;;;;;;0,0373;0,3087;;;0,2717;;0,0387;;0,2261;;;;;;;;;;;"0.1148 * clc_112 + 0.0026 * clc_121 + 0.0373 * clc_142 + 0.3087 * clc_211 + 0.2717 * clc_231 + 0.0387 * clc_243 + 0.2261 * clc_312"
"674139";;0,1578;0,1373;;;;;;;;0,0671;0,4281;;;0,1156;;0,0942;;;;;;;;;;;;;"0.1578 * clc_112 + 0.1373 * clc_121 + 0.0671 * clc_142 + 0.4281 * clc_211 + 0.1156 * clc_231 + 0.0942 * clc_243"
"67414119";;0,2939;7e-04;0,0141;;;;;;;;0,0661;;;0,3413;0,028;0,1021;;0,0098;0,0989;;;0,0449;;;;;;;"0.2939 * clc_112 + 7e-04 * clc_121 + 0.0141 * clc_122 + 0.0661 * clc_211 + 0.3413 * clc_231 + 0.028 * clc_242 + 0.1021 * clc_243 + 0.0098 * clc_312 + 0.0989 * clc_313 + 0.0449 * clc_324"
"6741419";;0,2;;0,0128;;;;;;;;0,2895;;;0,2706;;0,0679;;0,0264;0,1326;;;;;;;;;;"0.2 * clc_112 + 0.0128 * clc_122 + 0.2895 * clc_211 + 0.2706 * clc_231 + 0.0679 * clc_243 + 0.0264 * clc_312 + 0.1326 * clc_313"
"6741421";;0,3122;;;;;;;;;;0,4815;;;0,194;;;0,0123;;;;;;;;;;;;"0.3122 * clc_112 + 0.4815 * clc_211 + 0.194 * clc_231 + 0.0123 * clc_311"
"6741422";;;;;;;;;;;;0,5316;;;0,447;;;;;0,0215;;;;;;;;;;"0.5316 * clc_211 + 0.447 * clc_231 + 0.0215 * clc_313"
"6741423";;0,0612;;;;;;;;;;0,4387;;;0,4957;;;;;0,0044;;;;;;;;;;"0.0612 * clc_112 + 0.4387 * clc_211 + 0.4957 * clc_231 + 0.0044 * clc_313"
"6741424";;0,0829;;;;;;;;;;0,2726;;;0,2801;;;0,1837;0,1807;;;;;;;;;;;"0.0829 * clc_112 + 0.2726 * clc_211 + 0.2801 * clc_231 + 0.1837 * clc_311 + 0.1807 * clc_312"
"6741425";;0,1317;;;;;;;;;;0,806;;;0,0623;;;;;;;;;;;;;;;"0.1317 * clc_112 + 0.806 * clc_211 + 0.0623 * clc_231"
"6741426";;0,0635;;;;;;;;;;0,3379;;;0,0798;;;0,0323;0,4511;0,0354;;;;;;;;;;"0.0635 * clc_112 + 0.3379 * clc_211 + 0.0798 * clc_231 + 0.0323 * clc_311 + 0.4511 * clc_312 + 0.0354 * clc_313"
"6741427";;0,3383;;;;;;;;;;0,5636;;;0,0981;;;;;;;;;;;;;;;"0.3383 * clc_112 + 0.5636 * clc_211 + 0.0981 * clc_231"
"6741428";;0,1886;;;;;;;;;;0,8059;;;0,0055;;;;;;;;;;;;;;;"0.1886 * clc_112 + 0.8059 * clc_211 + 0.0055 * clc_231"
"6741429";;0,4603;;;;;;;;;;0,1173;;;0,4224;;;;;;;;;;;;;;;"0.4603 * clc_112 + 0.1173 * clc_211 + 0.4224 * clc_231"
"6741431";;0,301;;;;;;;;;;;;;0,6958;;0,0032;;;;;;;;;;;;;"0.301 * clc_112 + 0.6958 * clc_231 + 0.0032 * clc_243"
"67414319";;0,2977;;;;;;;;;;;;;0,589;;0,1133;;;;;;;;;;;;;"0.2977 * clc_112 + 0.589 * clc_231 + 0.1133 * clc_243"
"6741432";;0,0351;0,0033;;;;;;;;;0,1335;;;0,3999;;0,1967;0,1067;;0,1248;;;;;;;;;;"0.0351 * clc_112 + 0.0033 * clc_121 + 0.1335 * clc_211 + 0.3999 * clc_231 + 0.1967 * clc_243 + 0.1067 * clc_311 + 0.1248 * clc_313"
"6741433";;0,2717;0,064;;;;;;;;;0,0581;;;0,2216;;0,0798;0,084;0,1069;0,1138;;;;;;;;;;"0.2717 * clc_112 + 0.064 * clc_121 + 0.0581 * clc_211 + 0.2216 * clc_231 + 0.0798 * clc_243 + 0.084 * clc_311 + 0.1069 * clc_312 + 0.1138 * clc_313"
"6741439";;0,3011;1e-04;;;;;;;;;0,2837;;;0,3936;;7e-04;;;;;;0,0207;;;;;;;"0.3011 * clc_112 + 1e-04 * clc_121 + 0.2837 * clc_211 + 0.3936 * clc_231 + 7e-04 * clc_243 + 0.0207 * clc_324"
"674144112";;0,0167;;;;;;;;;;;;;0,0793;;0,1379;0,1088;0,3104;0,3032;;;0,0436;;;;;;;"0.0167 * clc_112 + 0.0793 * clc_231 + 0.1379 * clc_243 + 0.1088 * clc_311 + 0.3104 * clc_312 + 0.3032 * clc_313 + 0.0436 * clc_324"
"674144119";;0,1067;0,0841;;;;;;;;;0,0468;;;0,3069;;0,081;0,3578;2e-04;0,0164;;;;;;;;;;"0.1067 * clc_112 + 0.0841 * clc_121 + 0.0468 * clc_211 + 0.3069 * clc_231 + 0.081 * clc_243 + 0.3578 * clc_311 + 2e-04 * clc_312 + 0.0164 * clc_313"
"674144191";;0,045;;;;;;;;;;0,4877;;;0,2179;;;0,0025;0,0438;0,2031;;;;;;;;;;"0.045 * clc_112 + 0.4877 * clc_211 + 0.2179 * clc_231 + 0.0025 * clc_311 + 0.0438 * clc_312 + 0.2031 * clc_313"
"674144199";;0,8607;;;;;;;;;;;;;0,1393;;;;;;;;;;;;;;;"0.8607 * clc_112 + 0.1393 * clc_231"
"6741442";;0,1231;;;;;;;;;;0,1024;;;0,2584;;;6e-04;0,352;0,1585;;;0,0049;;;;;;;"0.1231 * clc_112 + 0.1024 * clc_211 + 0.2584 * clc_231 + 6e-04 * clc_311 + 0.352 * clc_312 + 0.1585 * clc_313 + 0.0049 * clc_324"
"6741449";;0,661;;;;;;;;;;0,0319;;;0,1544;;;;;;;;0,1527;;;;;;;"0.661 * clc_112 + 0.0319 * clc_211 + 0.1544 * clc_231 + 0.1527 * clc_324"
"67414511";;0,5379;;;;;;;;;;0,4621;;;;;;;;;;;;;;;;;;"0.5379 * clc_112 + 0.4621 * clc_211"
"67414519";;0,2337;;;;;;;;;;0,7395;;;0,0188;;;;0,008;;;;;;;;;;;"0.2337 * clc_112 + 0.7395 * clc_211 + 0.0188 * clc_231 + 0.008 * clc_312"
"67414521";;0,0732;;;;;;;;;;0,2275;;;0,2541;;;;0,4309;0,0142;;;;;;;;;;"0.0732 * clc_112 + 0.2275 * clc_211 + 0.2541 * clc_231 + 0.4309 * clc_312 + 0.0142 * clc_313"
"67414522";;;;;;;;;;;;0,9998;;;2e-04;;;;;;;;;;;;;;;"0.9998 * clc_211 + 2e-04 * clc_231"
"67414529";;0,0186;;;;;;;;;;0,9007;;;0,0417;;;;;0,039;;;;;;;;;;"0.0186 * clc_112 + 0.9007 * clc_211 + 0.0417 * clc_231 + 0.039 * clc_313"
"6741453";;0,1734;;;;;;;;;;0,3481;;;0,3878;;;;;0,0908;;;;;;;;;;"0.1734 * clc_112 + 0.3481 * clc_211 + 0.3878 * clc_231 + 0.0908 * clc_313"
"6741454";;0,0593;;;;;;;;;;0,3456;;;0,595;;;;;;;;;;;;;;;"0.0593 * clc_112 + 0.3456 * clc_211 + 0.595 * clc_231"
"6741455";;0,3108;;;;;;;;;;0,0167;;;0,6656;;;;;0,0069;;;;;;;;;;"0.3108 * clc_112 + 0.0167 * clc_211 + 0.6656 * clc_231 + 0.0069 * clc_313"
"6741456";;0,1358;;;;;;;;;;0,348;;;0,5161;;;;;;;;;;;;;;;"0.1358 * clc_112 + 0.348 * clc_211 + 0.5161 * clc_231"
"6741457";;0,1691;;;;;;;;;;0,3507;;;0,2756;;;;0,0423;0,1623;;;;;;;;;;"0.1691 * clc_112 + 0.3507 * clc_211 + 0.2756 * clc_231 + 0.0423 * clc_312 + 0.1623 * clc_313"
"6741458";;0,0461;;;;;;;;;;0,4817;;;0,0846;;;;0,3753;0,0123;;;;;;;;;;"0.0461 * clc_112 + 0.4817 * clc_211 + 0.0846 * clc_231 + 0.3753 * clc_312 + 0.0123 * clc_313"
"6741459";;0,0815;;;;;;;;;;0,1353;;;0,4217;;;;;0,3615;;;;;;;;;;"0.0815 * clc_112 + 0.1353 * clc_211 + 0.4217 * clc_231 + 0.3615 * clc_313"
"6741461";;0,277;;;;;;;;;;0,501;;;0,126;;;0,0254;0,0587;0,0118;;;;;;;;;;"0.277 * clc_112 + 0.501 * clc_211 + 0.126 * clc_231 + 0.0254 * clc_311 + 0.0587 * clc_312 + 0.0118 * clc_313"
"6741462";;0,015;;;;;;;;;;0,7318;;;0,1643;;;8e-04;;0,0882;;;;;;;;;;"0.015 * clc_112 + 0.7318 * clc_211 + 0.1643 * clc_231 + 8e-04 * clc_311 + 0.0882 * clc_313"
"6741463";;0,3644;;;;;;;;;;0,4415;;;0,1941;;;;;;;;;;;;;;;"0.3644 * clc_112 + 0.4415 * clc_211 + 0.1941 * clc_231"
"6741464";;0,0105;;;;;0,013;;;;;0,6566;;;0,2602;;;0,002;0,0198;0,0379;;;;;;;;;;"0.0105 * clc_112 + 0.013 * clc_131 + 0.6566 * clc_211 + 0.2602 * clc_231 + 0.002 * clc_311 + 0.0198 * clc_312 + 0.0379 * clc_313"
"67414651";;0,3861;;;;;;;;;;0,5795;;;0,0344;;;;;;;;;;;;;;;"0.3861 * clc_112 + 0.5795 * clc_211 + 0.0344 * clc_231"
"67414659";;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1 * clc_112"
"6741466";;0,1072;;;;;;;;;;0,5611;;;0,2327;;;0,0295;0,0583;0,0112;;;;;;;;;;"0.1072 * clc_112 + 0.5611 * clc_211 + 0.2327 * clc_231 + 0.0295 * clc_311 + 0.0583 * clc_312 + 0.0112 * clc_313"
"6741467";;0,1369;;;;;;;;;;0,46;;;0,3686;;;;0,0345;;;;;;;;;;;"0.1369 * clc_112 + 0.46 * clc_211 + 0.3686 * clc_231 + 0.0345 * clc_312"
"6741468";;;;;;;;;;;;0,9373;;;0,0627;;;;;;;;;;;;;;;"0.9373 * clc_211 + 0.0627 * clc_231"
"6741469";;;;;;;;;;;;0,8112;;;0,1888;;;;;;;;;;;;;;;"0.8112 * clc_211 + 0.1888 * clc_231"
"6741471";;0,1365;;;;;;;;;;0,1962;;;0,612;;;0,027;;0,0284;;;;;;;;;;"0.1365 * clc_112 + 0.1962 * clc_211 + 0.612 * clc_231 + 0.027 * clc_311 + 0.0284 * clc_313"
"6741472";;0,228;;;;;;;;;;0,7189;;;0,0531;;;;;;;;;;;;;;;"0.228 * clc_112 + 0.7189 * clc_211 + 0.0531 * clc_231"
"6741473";;0,1187;;;;;;;;;;0,0137;;;0,5988;;;0,2688;;;;;;;;;;;;"0.1187 * clc_112 + 0.0137 * clc_211 + 0.5988 * clc_231 + 0.2688 * clc_311"
"6741474";;0,1044;;;;;;;;;;0,2437;;;0,4505;;;0,1435;;0,058;;;;;;;;;;"0.1044 * clc_112 + 0.2437 * clc_211 + 0.4505 * clc_231 + 0.1435 * clc_311 + 0.058 * clc_313"
"6741475";;0,021;;;;;;;;;;0,1461;;;0,6292;;;0,2038;;;;;;;;;;;;"0.021 * clc_112 + 0.1461 * clc_211 + 0.6292 * clc_231 + 0.2038 * clc_311"
"67414761";;0,1309;;;;;;;;;;0,4809;;;0,3882;;;;;;;;;;;;;;;"0.1309 * clc_112 + 0.4809 * clc_211 + 0.3882 * clc_231"
"67414762";;0,0268;;;;;;;;;;0,3587;;;0,59;;;;;0,0245;;;;;;;;;;"0.0268 * clc_112 + 0.3587 * clc_211 + 0.59 * clc_231 + 0.0245 * clc_313"
"67414763";;0,1388;;;;;;;;;;0,3585;;;0,4863;;;;0,0163;0;;;;;;;;;;"0.1388 * clc_112 + 0.3585 * clc_211 + 0.4863 * clc_231 + 0.0163 * clc_312 + 0 * clc_313"
"67414764";;0,0159;;;;;;;;;;0,4686;;;0,4499;;;;;0,0655;;;;;;;;;;"0.0159 * clc_112 + 0.4686 * clc_211 + 0.4499 * clc_231 + 0.0655 * clc_313"
"67414765";;0,1615;;;;;;;;;;0,6395;;;0,0201;;0,1789;;;;;;;;;;;;;"0.1615 * clc_112 + 0.6395 * clc_211 + 0.0201 * clc_231 + 0.1789 * clc_243"
"67414766";;0,3028;;;;;;;;;;0,4396;;;0,2576;;;;;;;;;;;;;;;"0.3028 * clc_112 + 0.4396 * clc_211 + 0.2576 * clc_231"
"67414769";;0,6231;;;;;;;;;;;;;0,3769;;;;;;;;;;;;;;;"0.6231 * clc_112 + 0.3769 * clc_231"
"6741477";;0,0654;4e-04;;;;;;;0,0293;;0,2568;;;0,401;;0,0396;0,1324;;;0,075;;;;;;;;;"0.0654 * clc_112 + 4e-04 * clc_121 + 0.0293 * clc_141 + 0.2568 * clc_211 + 0.401 * clc_231 + 0.0396 * clc_243 + 0.1324 * clc_311 + 0.075 * clc_321"
"67414781";;0,0923;;;;;;;;;;0,1;;;0,1668;;0,0615;0,0844;0,3806;0,0312;4e-04;;0,0829;;;;;;;"0.0923 * clc_112 + 0.1 * clc_211 + 0.1668 * clc_231 + 0.0615 * clc_243 + 0.0844 * clc_311 + 0.3806 * clc_312 + 0.0312 * clc_313 + 4e-04 * clc_321 + 0.0829 * clc_324"
"67414783";;4e-04;0,0404;;;;;;;;;;;;0,0571;;;0,218;;;0,1516;;;;;;;;0,5326;"4e-04 * clc_112 + 0.0404 * clc_121 + 0.0571 * clc_231 + 0.218 * clc_311 + 0.1516 * clc_321 + 0.5326 * clc_512"
"67414789";;;0,7192;;;;;;;0;;;;;0,2807;;;;;;;;;;;;;;;"0.7192 * clc_121 + 0 * clc_141 + 0.2807 * clc_231"
"67414791";;4e-04;0,6475;;;;;;;0,3521;;;;;;;;;;;;;;;;;;;;"4e-04 * clc_112 + 0.6475 * clc_121 + 0.3521 * clc_141"
"67414792";;0,2532;0;;;;;;;0,1327;0,1172;0,3807;;;0,1161;;;;;;;;;;;;;;;"0.2532 * clc_112 + 0 * clc_121 + 0.1327 * clc_141 + 0.1172 * clc_142 + 0.3807 * clc_211 + 0.1161 * clc_231"
"67414793";;0,8642;0,1358;;;;;;;;;;;;;;;;;;;;;;;;;;;"0.8642 * clc_112 + 0.1358 * clc_121"
"67414799";;0,7275;0,12;;;;;;;0,0033;0,0413;0,1079;;;;;;;;;;;;;;;;;;"0.7275 * clc_112 + 0.12 * clc_121 + 0.0033 * clc_141 + 0.0413 * clc_142 + 0.1079 * clc_211"
"674148";;0,2071;0,0135;;;;;;;;;0,1343;;;0,02;;0;0,0066;0,5946;0,0221;;;0,0018;;;;;;;"0.2071 * clc_112 + 0.0135 * clc_121 + 0.1343 * clc_211 + 0.02 * clc_231 + 0 * clc_243 + 0.0066 * clc_311 + 0.5946 * clc_312 + 0.0221 * clc_313 + 0.0018 * clc_324"
"6741491";;0,9728;;;;;;;;;;0,0272;;;;;;;;;;;;;;;;;;"0.9728 * clc_112 + 0.0272 * clc_211"
"6741499";;0,3367;0,4962;;;;;;;;;0,1122;;;0,0549;;;;;;;;;;;;;;;"0.3367 * clc_112 + 0.4962 * clc_121 + 0.1122 * clc_211 + 0.0549 * clc_231"
"6741511";;0,6683;0,0089;;;;;;;;0,0099;0,3129;;;;;;;;;;;;;;;;;;"0.6683 * clc_112 + 0.0089 * clc_121 + 0.0099 * clc_142 + 0.3129 * clc_211"
"67415121";;0,9437;0,0563;;;;;;;;;;;;;;;;;;;;;;;;;;;"0.9437 * clc_112 + 0.0563 * clc_121"
"67415129";;0,8865;0,1135;;;;;;;;;;;;;;;;;;;;;;;;;;;"0.8865 * clc_112 + 0.1135 * clc_121"
"6741519";;0,1936;0,0225;;;;;;;;0,0813;0,7025;;;;;;;;;;;;;;;;;;"0.1936 * clc_112 + 0.0225 * clc_121 + 0.0813 * clc_142 + 0.7025 * clc_211"
"6741531";;0,0297;0,5602;;;;;;;;;0,41;;;;;;;;;;;;;;;;;;"0.0297 * clc_112 + 0.5602 * clc_121 + 0.41 * clc_211"
"6741539";;0,0025;0,2962;;;;;;;;;0,6763;;;0,025;;;;;;;;;;;;;;;"0.0025 * clc_112 + 0.2962 * clc_121 + 0.6763 * clc_211 + 0.025 * clc_231"
"6741541";;0,0574;;;;;;;;;;0,6117;;;0,0018;;;;0,3291;;;;;;;;;;;"0.0574 * clc_112 + 0.6117 * clc_211 + 0.0018 * clc_231 + 0.3291 * clc_312"
"6741542";;0,0045;;;;;;;;;;0,7785;;;0,1748;;;0,0147;;0,0274;;;;;;;;;;"0.0045 * clc_112 + 0.7785 * clc_211 + 0.1748 * clc_231 + 0.0147 * clc_311 + 0.0274 * clc_313"
"6741543";;0,2483;;;;;;;;;;0,6175;;;0,1342;;;;;;;;;;;;;;;"0.2483 * clc_112 + 0.6175 * clc_211 + 0.1342 * clc_231"
"6741544";;;;;;;;;;;;0,7734;;;0,1674;;;;0,0592;;;;;;;;;;;"0.7734 * clc_211 + 0.1674 * clc_231 + 0.0592 * clc_312"
"6741545";;0,1418;;;;;;;;;;0,4967;;;0,3615;;;;;;;;;;;;;;;"0.1418 * clc_112 + 0.4967 * clc_211 + 0.3615 * clc_231"
"6741546";;0,0104;;;;;;;;;;0,8694;;;0,1202;;;;;;;;;;;;;;;"0.0104 * clc_112 + 0.8694 * clc_211 + 0.1202 * clc_231"
"6741547";;0,3573;0,0722;;;;;;;;0,0105;0,5353;;;0,0247;;;;;;;;;;;;;;;"0.3573 * clc_112 + 0.0722 * clc_121 + 0.0105 * clc_142 + 0.5353 * clc_211 + 0.0247 * clc_231"
"6741548";;0,6618;0,3364;;;;;;;;;0,0017;;;;;;;;;;;;;;;;;;"0.6618 * clc_112 + 0.3364 * clc_121 + 0.0017 * clc_211"
"6741549";;;0,1207;;;;;;;;0,6408;4e-04;;;0,2382;;;;;;;;;;;;;;;"0.1207 * clc_121 + 0.6408 * clc_142 + 4e-04 * clc_211 + 0.2382 * clc_231"
"6741551";;0,0542;0,1684;;;;;;;;0,1673;0,312;;;0,235;0,0022;0,0609;;;;;;;;;;;;;"0.0542 * clc_112 + 0.1684 * clc_121 + 0.1673 * clc_142 + 0.312 * clc_211 + 0.235 * clc_231 + 0.0022 * clc_242 + 0.0609 * clc_243"
"6741552";;0,02;8e-04;;;;;;;;;0,8295;;;0,1497;;;;;;;;;;;;;;;"0.02 * clc_112 + 8e-04 * clc_121 + 0.8295 * clc_211 + 0.1497 * clc_231"
"6741559";;;;;;;;;;;;;;;0,9674;;0,0326;;;;;;;;;;;;;"0.9674 * clc_231 + 0.0326 * clc_243"
"674156";;0,021;0,0123;0,0228;;;0,6527;;;;;0,0612;;;0;0,0089;0,0576;0,0385;;0,0101;;;0,1148;;;;;;;"0.021 * clc_112 + 0.0123 * clc_121 + 0.0228 * clc_122 + 0.6527 * clc_131 + 0.0612 * clc_211 + 0 * clc_231 + 0.0089 * clc_242 + 0.0576 * clc_243 + 0.0385 * clc_311 + 0.0101 * clc_313 + 0.1148 * clc_324"
"674157";;;;;;;;;;;;0,6572;;;0,2757;;0,0671;;;;;;;;;;;;;"0.6572 * clc_211 + 0.2757 * clc_231 + 0.0671 * clc_243"
"6741581";;0,0023;;;;;;;;;;0,625;;;0,1648;;;;0,1725;0,0354;;;;;;;;;;"0.0023 * clc_112 + 0.625 * clc_211 + 0.1648 * clc_231 + 0.1725 * clc_312 + 0.0354 * clc_313"
"6741582";;0,006;;;;;;;;;;0,4532;;;;;;;0,456;0,0848;;;;;;;;;;"0.006 * clc_112 + 0.4532 * clc_211 + 0.456 * clc_312 + 0.0848 * clc_313"
"6741583";;0,2404;;;;;;;;;;0,7596;;;;;;;;;;;;;;;;;;"0.2404 * clc_112 + 0.7596 * clc_211"
"6741584";;0,0606;;;;;;;;;;0,7546;;;0,1848;;;;;;;;;;;;;;;"0.0606 * clc_112 + 0.7546 * clc_211 + 0.1848 * clc_231"
"6741585";;0,1029;;;;;;;;;;0,8971;;;;;;;;;;;;;;;;;;"0.1029 * clc_112 + 0.8971 * clc_211"
"6741586";;0,013;;;;;;;;;;0,987;;;;;;;;;;;;;;;;;;"0.013 * clc_112 + 0.987 * clc_211"
"6741589";;0,0559;0,1903;;;;;;;;;0,7539;;;;;;;;;;;;;;;;;;"0.0559 * clc_112 + 0.1903 * clc_121 + 0.7539 * clc_211"
"674159";;0,1554;0,0789;0,0037;;;0,004;;;;;0,4949;;;0,1935;;0,064;0,0057;;;;;;;;;;;;"0.1554 * clc_112 + 0.0789 * clc_121 + 0.0037 * clc_122 + 0.004 * clc_131 + 0.4949 * clc_211 + 0.1935 * clc_231 + 0.064 * clc_243 + 0.0057 * clc_311"
"674169";;0,1982;0,3778;0,0801;;;;;;;;0,001;;;;0,1017;0,1481;0,0504;0,0428;;;;;;;;;;;"0.1982 * clc_112 + 0.3778 * clc_121 + 0.0801 * clc_122 + 0.001 * clc_211 + 0.1017 * clc_242 + 0.1481 * clc_243 + 0.0504 * clc_311 + 0.0428 * clc_312"
"67417";;0,3431;;;;;;;;;;0,2328;;;0,1485;0,142;0,0084;7e-04;0,1244;;;;;;;;;;;"0.3431 * clc_112 + 0.2328 * clc_211 + 0.1485 * clc_231 + 0.142 * clc_242 + 0.0084 * clc_243 + 7e-04 * clc_311 + 0.1244 * clc_312"
"674181";;0,0773;;;;;;;;;;0,86;;;;;;;0,0421;0,0206;;;;;;;;;;"0.0773 * clc_112 + 0.86 * clc_211 + 0.0421 * clc_312 + 0.0206 * clc_313"
"674182";;0,0041;;;;;;;;;;0,4249;;;;;;0,1179;0,4136;0,0395;;;;;;;;;;"0.0041 * clc_112 + 0.4249 * clc_211 + 0.1179 * clc_311 + 0.4136 * clc_312 + 0.0395 * clc_313"
"674183";;0,1565;;;;;;;;;;0,5995;;;0,1543;;;;0,0216;0,0681;;;;;;;;;;"0.1565 * clc_112 + 0.5995 * clc_211 + 0.1543 * clc_231 + 0.0216 * clc_312 + 0.0681 * clc_313"
"674184";;0,009;;;;;;;;;;0,4919;;;0,1547;;;;0,0905;0,254;;;;;;;;;;"0.009 * clc_112 + 0.4919 * clc_211 + 0.1547 * clc_231 + 0.0905 * clc_312 + 0.254 * clc_313"
"674185";;0,0595;;;;;;;;;;0,7212;;;0,2184;;;;9e-04;;;;;;;;;;;"0.0595 * clc_112 + 0.7212 * clc_211 + 0.2184 * clc_231 + 9e-04 * clc_312"
"674186";;;;;;;;;;;;0,8309;;;0,1691;;;;;;;;;;;;;;;"0.8309 * clc_211 + 0.1691 * clc_231"
"674187";;;;;;;;;;;;0,4462;;;0,3283;;;0,2255;;;;;;;;;;;;"0.4462 * clc_211 + 0.3283 * clc_231 + 0.2255 * clc_311"
"674188";;0,0699;;;;;;;;;;0,7379;;;0,1337;;;0,0062;0,0461;0,0062;;;;;;;;;;"0.0699 * clc_112 + 0.7379 * clc_211 + 0.1337 * clc_231 + 0.0062 * clc_311 + 0.0461 * clc_312 + 0.0062 * clc_313"
"674189";;;;;;;;;;;;0,7196;;;;;;0,2797;6e-04;;;;;;;;;;;"0.7196 * clc_211 + 0.2797 * clc_311 + 6e-04 * clc_312"
"6741911";;;;;;;;;;;;0,5037;;;;0,105;;;0,3913;;;;;;;;;;;"0.5037 * clc_211 + 0.105 * clc_242 + 0.3913 * clc_312"
"6741913";;;;;;;;;;;;0,3695;;;;0,1118;;;0,4825;0,0361;;;;;;;;;;"0.3695 * clc_211 + 0.1118 * clc_242 + 0.4825 * clc_312 + 0.0361 * clc_313"
"6741919";;2e-04;;;;;;;;;;0,2663;;;0,035;0,0079;0,0437;0,2015;0,176;0,2694;;;;;;;;;;"2e-04 * clc_112 + 0.2663 * clc_211 + 0.035 * clc_231 + 0.0079 * clc_242 + 0.0437 * clc_243 + 0.2015 * clc_311 + 0.176 * clc_312 + 0.2694 * clc_313"
"674192";;0,1519;;;;;;;;;;0,3601;;;;;0,0531;0,1719;0,1336;0;;;0,1293;;;;;;;"0.1519 * clc_112 + 0.3601 * clc_211 + 0.0531 * clc_243 + 0.1719 * clc_311 + 0.1336 * clc_312 + 0 * clc_313 + 0.1293 * clc_324"
"674193";;0,0884;;;;;;;;;;0,231;;;0,0734;;0,0665;0,0113;0,3206;0,2088;;;;;;;;;;"0.0884 * clc_112 + 0.231 * clc_211 + 0.0734 * clc_231 + 0.0665 * clc_243 + 0.0113 * clc_311 + 0.3206 * clc_312 + 0.2088 * clc_313"
"674194";;0,0207;;;;;;;;;;0,5678;;;0,0492;;0,0836;0,2787;;;;;;;;;;;;"0.0207 * clc_112 + 0.5678 * clc_211 + 0.0492 * clc_231 + 0.0836 * clc_243 + 0.2787 * clc_311"
"6741951";;0,1583;;;;;;;;;;0,5707;;;0,0704;;0,0574;0,1432;;;;;;;;;;;;"0.1583 * clc_112 + 0.5707 * clc_211 + 0.0704 * clc_231 + 0.0574 * clc_243 + 0.1432 * clc_311"
"6741952";;0,2363;;;;;;;;;;0,4941;;;0,2667;;;;;0,0029;;;;;;;;;;"0.2363 * clc_112 + 0.4941 * clc_211 + 0.2667 * clc_231 + 0.0029 * clc_313"
"6741959";;0,2587;;;;;;;;;;0,1884;;;0,4944;;0,0103;0,0483;;;;;;;;;;;;"0.2587 * clc_112 + 0.1884 * clc_211 + 0.4944 * clc_231 + 0.0103 * clc_243 + 0.0483 * clc_311"
"674196";;;;;;;;;;;;0,6764;;;0,0501;;;;0,0834;0,1901;;;;;;;;;;"0.6764 * clc_211 + 0.0501 * clc_231 + 0.0834 * clc_312 + 0.1901 * clc_313"
"674199";;0,0419;0,0171;;;;;;;;;0,5998;;;0,255;;0,0305;0,0204;;;;;0,0353;;;;;;;"0.0419 * clc_112 + 0.0171 * clc_121 + 0.5998 * clc_211 + 0.255 * clc_231 + 0.0305 * clc_243 + 0.0204 * clc_311 + 0.0353 * clc_324"
"67429";;;;;;;;;;;;0,6182;;;0,1013;;;0,2805;;;;;;;;;;;;"0.6182 * clc_211 + 0.1013 * clc_231 + 0.2805 * clc_311"
"674311";;0,0719;0,0421;;;;0,0692;;;;;0,4202;;;0,2314;;0,0796;0,0855;;;;;;;;;;;;"0.0719 * clc_112 + 0.0421 * clc_121 + 0.0692 * clc_131 + 0.4202 * clc_211 + 0.2314 * clc_231 + 0.0796 * clc_243 + 0.0855 * clc_311"
