"clc_111";"clc_112";"clc_121";"clc_122";"clc_123";"clc_124";"clc_131";"clc_132";"clc_133";"clc_141";"clc_142";"clc_211";"clc_221";"clc_222";"clc_231";"clc_242";"clc_243";"clc_311";"clc_312";"clc_313";"clc_321";"clc_322";"clc_324";"clc_331";"clc_333";"clc_411";"clc_412";"clc_511";"clc_512";"expression"
"582478";;0,6135;;;;;;;;;;;;;;;;;0,3865;;;;;;;;;;;"0.6135 * clc_112 + 0.3865 * clc_312"
"582479";;0,5774;;;;;;;;;;;;;;;;;0,4226;;;;;;;;;;;"0.5774 * clc_112 + 0.4226 * clc_312"
"582481";;;;;;;;;;;;0,0094;;;;;;;0,9906;;;;;;;;;;;"0.0094 * clc_211 + 0.9906 * clc_312"
"582484";;;;;;;;;;;;0,5739;;;;;;;0,4261;;;;;;;;;;;"0.5739 * clc_211 + 0.4261 * clc_312"
"582489";;0,0185;;;;;;;;;;0,0555;;;;;;;0,926;;;;;;;;;;;"0.0185 * clc_112 + 0.0555 * clc_211 + 0.926 * clc_312"
"582491";;0,0474;;;;;;;;;;0,3927;;;;;;;0,5598;;;;;;;;;;;"0.0474 * clc_112 + 0.3927 * clc_211 + 0.5598 * clc_312"
"5824921";;0,0806;;;;;0,0297;;;;;0,1613;;;0,3994;;0;;0,2098;0,1193;;;;;;;;;;"0.0806 * clc_112 + 0.0297 * clc_131 + 0.1613 * clc_211 + 0.3994 * clc_231 + 0 * clc_243 + 0.2098 * clc_312 + 0.1193 * clc_313"
"5824922";;;;;;;0,0023;;;;;0,2405;;;0,3111;;;;0,4012;0,0449;;;;;;;;;;"0.0023 * clc_131 + 0.2405 * clc_211 + 0.3111 * clc_231 + 0.4012 * clc_312 + 0.0449 * clc_313"
"5824923";;;;;;;0,0014;;;;;0,1044;;;0,0379;;;;0,4411;0,3988;;;0,0163;;;;;;;"0.0014 * clc_131 + 0.1044 * clc_211 + 0.0379 * clc_231 + 0.4411 * clc_312 + 0.3988 * clc_313 + 0.0163 * clc_324"
"5824924";;0,0403;;;;;;;;;;;;;0,0283;0,1304;;;0,8009;;;;;;;;;;;"0.0403 * clc_112 + 0.0283 * clc_231 + 0.1304 * clc_242 + 0.8009 * clc_312"
"5824925";;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;"1 * clc_231"
"5824926";;0,717;;;;;;;;;;0,1835;;;0,0872;;;;0,0123;;;;;;;;;;;"0.717 * clc_112 + 0.1835 * clc_211 + 0.0872 * clc_231 + 0.0123 * clc_312"
"5824928";;;;;;;0,1073;;;;;0,0522;;;0,0394;;;0,009;0,4919;0,0259;0,0112;0,1067;0,1163;;0,0277;;;;0,0124;"0.1073 * clc_131 + 0.0522 * clc_211 + 0.0394 * clc_231 + 0.009 * clc_311 + 0.4919 * clc_312 + 0.0259 * clc_313 + 0.0112 * clc_321 + 0.1067 * clc_322 + 0.1163 * clc_324 + 0.0277 * clc_333 + 0.0124 * clc_512"
"58249291";;;;;;;;;;;;0,2587;;;;;;;0,7413;;;;;;;;;;;"0.2587 * clc_211 + 0.7413 * clc_312"
"58249292";;;;;;;;;;;;0,2361;;;;;;;0,7639;;;;;;;;;;;"0.2361 * clc_211 + 0.7639 * clc_312"
"58249293";;;;;;;;;;;;0,3121;;;;;;;0,6879;;;;;;;;;;;"0.3121 * clc_211 + 0.6879 * clc_312"
"58249299";;;;;;;;;;;;0,6733;;;;;;;0,3267;;;;;;;;;;;"0.6733 * clc_211 + 0.3267 * clc_312"
"5824931";;0,187;0,0013;;;;;;;;;0,0034;;;;;;;0,791;;;;0,0173;;;;;;;"0.187 * clc_112 + 0.0013 * clc_121 + 0.0034 * clc_211 + 0.791 * clc_312 + 0.0173 * clc_324"
"5824939";;0,0398;0,5109;;;;;;;;;;;;;;;;0,2747;0,0339;;;0,1406;;;;;;;"0.0398 * clc_112 + 0.5109 * clc_121 + 0.2747 * clc_312 + 0.0339 * clc_313 + 0.1406 * clc_324"
"5824941";;0,0214;;;;;;;;;;0,222;;;0,1513;;;0,0621;0,5014;;;0,0017;;;;0,0112;;;0,0291;"0.0214 * clc_112 + 0.222 * clc_211 + 0.1513 * clc_231 + 0.0621 * clc_311 + 0.5014 * clc_312 + 0.0017 * clc_322 + 0.0112 * clc_411 + 0.0291 * clc_512"
"58249491";;0,2981;;;;;;;;;;;;;0,7019;;;;;;;;;;;;;;;"0.2981 * clc_112 + 0.7019 * clc_231"
"58249493";;;;;;;;;;;;0,8594;;;0,0986;;;;0,042;;;;;;;;;;;"0.8594 * clc_211 + 0.0986 * clc_231 + 0.042 * clc_312"
"58249494";;;;;;;;;;;;0,1678;;;0,1465;;;0,0156;0,6483;;;0,0089;0;;;;;;0,0129;"0.1678 * clc_211 + 0.1465 * clc_231 + 0.0156 * clc_311 + 0.6483 * clc_312 + 0.0089 * clc_322 + 0 * clc_324 + 0.0129 * clc_512"
"582494951";;;;;;;;;;;;0,2135;;;;;;;0,7852;;;;0,0013;;;;;;;"0.2135 * clc_211 + 0.7852 * clc_312 + 0.0013 * clc_324"
"582494952";;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;"1 * clc_211"
"582494953";;;;;;;;;;;;0,0247;;;;;;;0,9656;;;;0,0097;;;;;;;"0.0247 * clc_211 + 0.9656 * clc_312 + 0.0097 * clc_324"
"582494959";;;;;;;;;;;;;;;;;;;0,1787;;;;0,1876;;;;;;0,6337;"0.1787 * clc_312 + 0.1876 * clc_324 + 0.6337 * clc_512"
"58249496";;;;;;;;;;;;;;;;;;;0,6483;1e-04;;;0,0579;;;;;;0,2938;"0.6483 * clc_312 + 1e-04 * clc_313 + 0.0579 * clc_324 + 0.2938 * clc_512"
"58249497";;;;;;;;;;;;;;;;;;;0,1189;;;;;;;;;;0,8811;"0.1189 * clc_312 + 0.8811 * clc_512"
"582494981";;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;"1 * clc_211"
"582494982";;0,0044;;;;;;;;;;0,1473;;;0,0739;;;;0,6538;;;;;;;;;;0,1206;"0.0044 * clc_112 + 0.1473 * clc_211 + 0.0739 * clc_231 + 0.6538 * clc_312 + 0.1206 * clc_512"
"582494984";;;;;;;;;;;;0,5959;;;;;;;0,4041;;;;;;;;;;;"0.5959 * clc_211 + 0.4041 * clc_312"
"582494985";;;;;;;;;;;;0,5538;;;;;;;0,3718;0,0744;;;;;;;;;;"0.5538 * clc_211 + 0.3718 * clc_312 + 0.0744 * clc_313"
"582494986";;0,0155;;;;;;;;;;0,8865;;;0,0979;;;;;;;;;;;1e-04;;;;"0.0155 * clc_112 + 0.8865 * clc_211 + 0.0979 * clc_231 + 1e-04 * clc_411"
"582494987";;;;;;;;;;;;0,2021;;;0,0842;;;;0,6254;0,0881;;;;;;3e-04;;;;"0.2021 * clc_211 + 0.0842 * clc_231 + 0.6254 * clc_312 + 0.0881 * clc_313 + 3e-04 * clc_411"
"582494988";;0,0055;;;;;;;;;;0,0368;;;0,4247;;;;0,061;0,0882;;;;;;0,3838;;;;"0.0055 * clc_112 + 0.0368 * clc_211 + 0.4247 * clc_231 + 0.061 * clc_312 + 0.0882 * clc_313 + 0.3838 * clc_411"
"5824949881";;0,0367;;;;;;;;;;0,2192;;;0,7224;;;0,011;0,0107;;;;;;;;;;;"0.0367 * clc_112 + 0.2192 * clc_211 + 0.7224 * clc_231 + 0.011 * clc_311 + 0.0107 * clc_312"
"5824949891";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"5824949892";;;;;;;;;;;;;;;0,0039;;;;0,9961;;;;;;;;;;;"0.0039 * clc_231 + 0.9961 * clc_312"
"58249498991";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"58249498992";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"582494989991";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"582494989999";;;;;;;;;;;;;;;;;;;0,1539;;;;;;;;;;0,8461;"0.1539 * clc_312 + 0.8461 * clc_512"
"582494991";;;;;;;;;;;;;;;;;;;0,0017;;;;;;;;;;0,9983;"0.0017 * clc_312 + 0.9983 * clc_512"
"5824949921";;;;;;;;;;;;;;;;;;;0,2582;0,3105;;;0,4313;;;;;;;"0.2582 * clc_312 + 0.3105 * clc_313 + 0.4313 * clc_324"
"5824949929";;;;;;;0,0224;;;;0,0166;0,0045;;;0,0798;;;0,0221;0,0378;0,0163;;;0,0701;;;;;;0,7303;"0.0224 * clc_131 + 0.0166 * clc_142 + 0.0045 * clc_211 + 0.0798 * clc_231 + 0.0221 * clc_311 + 0.0378 * clc_312 + 0.0163 * clc_313 + 0.0701 * clc_324 + 0.7303 * clc_512"
"582494993";;;;;;;;;;;;0,0408;;;0,0069;;;0,0343;0,3701;;0,0107;;;;;;;;0,5371;"0.0408 * clc_211 + 0.0069 * clc_231 + 0.0343 * clc_311 + 0.3701 * clc_312 + 0.0107 * clc_321 + 0.5371 * clc_512"
"582494999";;;;;;;;;;;;0,5761;;;;;;;0,1959;0,0901;0,1379;;;;;;;;;"0.5761 * clc_211 + 0.1959 * clc_312 + 0.0901 * clc_313 + 0.1379 * clc_321"
"582499";;;;;;;;;;;;0,0306;;;;;;0,0019;0,7995;0,0913;;;0,0766;;;;;;;"0.0306 * clc_211 + 0.0019 * clc_311 + 0.7995 * clc_312 + 0.0913 * clc_313 + 0.0766 * clc_324"
"5825111";;;;;;;;;;;;;;;;;;;0,2173;;;;0,7827;;;;;;;"0.2173 * clc_312 + 0.7827 * clc_324"
"5825119";;0,0166;;;;;0,0418;;;;;;;;0,0185;;;0,0384;0,5794;0,0666;0,047;0,0248;0,1128;0,0047;0,0493;;;;;"0.0166 * clc_112 + 0.0418 * clc_131 + 0.0185 * clc_231 + 0.0384 * clc_311 + 0.5794 * clc_312 + 0.0666 * clc_313 + 0.047 * clc_321 + 0.0248 * clc_322 + 0.1128 * clc_324 + 0.0047 * clc_331 + 0.0493 * clc_333"
"582512111";;0,501;0,052;;;;0,0112;;;;;;;;;;;;0,2785;0,1573;;;;;;;;;;"0.501 * clc_112 + 0.052 * clc_121 + 0.0112 * clc_131 + 0.2785 * clc_312 + 0.1573 * clc_313"
"582512112";;;;;;;;;;;;;;;;;;;0,9824;0,0176;;;;;;;;;;"0.9824 * clc_312 + 0.0176 * clc_313"
"582512113";;0,0886;;;;;;;;;;0,1495;;;0,1848;;;;0,5175;0,0596;;;;;;;;;;"0.0886 * clc_112 + 0.1495 * clc_211 + 0.1848 * clc_231 + 0.5175 * clc_312 + 0.0596 * clc_313"
"5825121141";;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;"1 * clc_313"
"5825121142";;0,174;;;;;;;;;;;;;0,0204;;;0,0369;0,7208;0,0116;;;;;;;;;0,0363;"0.174 * clc_112 + 0.0204 * clc_231 + 0.0369 * clc_311 + 0.7208 * clc_312 + 0.0116 * clc_313 + 0.0363 * clc_512"
"5825121143";;;;;;;;;;;;;;;0,0113;;;;0,0179;0,9708;;;;;;;;;;"0.0113 * clc_231 + 0.0179 * clc_312 + 0.9708 * clc_313"
"5825121144";;;;;;;;;;;;;;;0,8887;;;;;0,1113;;;;;;;;;;"0.8887 * clc_231 + 0.1113 * clc_313"
"5825121145";;;;;;;;;;;;0,5988;;;0,1565;;;;0,0246;0,22;;;;;;;;;;"0.5988 * clc_211 + 0.1565 * clc_231 + 0.0246 * clc_312 + 0.22 * clc_313"
"5825121146";;0,0491;;;;;;;;;;0,1228;;;0,1263;;;;0,3123;0,1725;;;;;;;;;0,217;"0.0491 * clc_112 + 0.1228 * clc_211 + 0.1263 * clc_231 + 0.3123 * clc_312 + 0.1725 * clc_313 + 0.217 * clc_512"
"58251211461";;;;;;;;;;;;;;;0,5103;;;;0,0216;0,468;;;;;;;;;;"0.5103 * clc_231 + 0.0216 * clc_312 + 0.468 * clc_313"
"58251211469";;;;;;;;;;;;;;;;;;;0,8903;0,0155;;;;;;;;;0,0942;"0.8903 * clc_312 + 0.0155 * clc_313 + 0.0942 * clc_512"
"5825121149";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"582512115";;0,1914;;;;;;;;;;0,2535;;;0,2999;;;;0,0999;0,1552;;;;;;;;;;"0.1914 * clc_112 + 0.2535 * clc_211 + 0.2999 * clc_231 + 0.0999 * clc_312 + 0.1552 * clc_313"
"582512116";;0,075;;;;;;;;;;0,6852;;;0,0015;;;;0,2383;;;;;;;;;;;"0.075 * clc_112 + 0.6852 * clc_211 + 0.0015 * clc_231 + 0.2383 * clc_312"
"582512117";;0,3513;;;;;;;;;;0,5553;;;2e-04;;;;0,0932;;;;;;;;;;;"0.3513 * clc_112 + 0.5553 * clc_211 + 2e-04 * clc_231 + 0.0932 * clc_312"
"582512118";;0,0634;;;;;;;;;;0,4213;;;;;;;0,5153;;;;;;;;;;;"0.0634 * clc_112 + 0.4213 * clc_211 + 0.5153 * clc_312"
"582512119";;0,0553;;;;;;;;;;0,2732;;;0,0357;;;0,0202;0,5954;0,012;;1e-04;0,008;;;;;;;"0.0553 * clc_112 + 0.2732 * clc_211 + 0.0357 * clc_231 + 0.0202 * clc_311 + 0.5954 * clc_312 + 0.012 * clc_313 + 1e-04 * clc_322 + 0.008 * clc_324"
"58251212";;;0,0189;;;;0,2049;;;;;0,0835;;;0,0735;;;0,0156;0,4892;0,1121;;;0,0023;;;;;;;"0.0189 * clc_121 + 0.2049 * clc_131 + 0.0835 * clc_211 + 0.0735 * clc_231 + 0.0156 * clc_311 + 0.4892 * clc_312 + 0.1121 * clc_313 + 0.0023 * clc_324"
"582512191";;;;;;;;;;;;0,1699;;;0,0826;;;0,0697;0,657;0,0209;;;;;;;;;;"0.1699 * clc_211 + 0.0826 * clc_231 + 0.0697 * clc_311 + 0.657 * clc_312 + 0.0209 * clc_313"
"582512199";;0,0084;;;;;;;;;;0,1331;;;0,0666;;;0,023;0,6707;0,0972;;;0,0012;;;;;;;"0.0084 * clc_112 + 0.1331 * clc_211 + 0.0666 * clc_231 + 0.023 * clc_311 + 0.6707 * clc_312 + 0.0972 * clc_313 + 0.0012 * clc_324"
"5825129";;0,0037;0,0011;;;;0,373;;;;;0,0067;;;0,0057;;;0,0053;0,1441;0,0155;0,0129;0,0684;0,3457;;0,0179;;;;;"0.0037 * clc_112 + 0.0011 * clc_121 + 0.373 * clc_131 + 0.0067 * clc_211 + 0.0057 * clc_231 + 0.0053 * clc_311 + 0.1441 * clc_312 + 0.0155 * clc_313 + 0.0129 * clc_321 + 0.0684 * clc_322 + 0.3457 * clc_324 + 0.0179 * clc_333"
"582519";;;;;;;;;;;;;;;0,0733;;0,0325;0,0247;0,8571;0,0124;;;;;;;;;;"0.0733 * clc_231 + 0.0325 * clc_243 + 0.0247 * clc_311 + 0.8571 * clc_312 + 0.0124 * clc_313"
"5825219";;0,0341;;;;;;;;;0,0553;0,3883;;;0,1355;;0,0156;;0,3212;0,0083;;;;;;;;;0,0418;"0.0341 * clc_112 + 0.0553 * clc_142 + 0.3883 * clc_211 + 0.1355 * clc_231 + 0.0156 * clc_243 + 0.3212 * clc_312 + 0.0083 * clc_313 + 0.0418 * clc_512"
"5825221";;;;;;;;;;;;0,7772;;;0,0353;;;0,1875;;;;;;;;;;;;"0.7772 * clc_211 + 0.0353 * clc_231 + 0.1875 * clc_311"
"5825222";;0,127;0,0711;;;;;;;;;0,6628;;;0,1391;;;;;;;;;;;;;;;"0.127 * clc_112 + 0.0711 * clc_121 + 0.6628 * clc_211 + 0.1391 * clc_231"
"5825223";;;;;;;0,0058;;;;;0,4278;;;0,0996;;;0,0572;0,3608;0,0487;;;;;;;;;1e-04;"0.0058 * clc_131 + 0.4278 * clc_211 + 0.0996 * clc_231 + 0.0572 * clc_311 + 0.3608 * clc_312 + 0.0487 * clc_313 + 1e-04 * clc_512"
"5825224";;0,0443;;;;;;;;;;0,8827;;;0,0387;;;0,0119;;;;;;;;;;;0,0224;"0.0443 * clc_112 + 0.8827 * clc_211 + 0.0387 * clc_231 + 0.0119 * clc_311 + 0.0224 * clc_512"
"5825225";;;0,0479;;;;;;;;;0,3752;;;8e-04;;;;0,4202;0,1049;;;0,0509;;;;;;;"0.0479 * clc_121 + 0.3752 * clc_211 + 8e-04 * clc_231 + 0.4202 * clc_312 + 0.1049 * clc_313 + 0.0509 * clc_324"
"5825227";;;;;;;;;;;;0,8645;;;;;;;0,1355;;;;;;;;;;;"0.8645 * clc_211 + 0.1355 * clc_312"
"5825228";;0,2206;;;;;;;;;;0,315;;;0,0122;;;0,2816;0,1201;0,0504;;;;;;;;;;"0.2206 * clc_112 + 0.315 * clc_211 + 0.0122 * clc_231 + 0.2816 * clc_311 + 0.1201 * clc_312 + 0.0504 * clc_313"
"5825229";;0,0915;0,0054;;;;;;;;;0,4076;;;0,0218;;;0,0231;0,2318;0,1049;;;;;;;;;0,1139;"0.0915 * clc_112 + 0.0054 * clc_121 + 0.4076 * clc_211 + 0.0218 * clc_231 + 0.0231 * clc_311 + 0.2318 * clc_312 + 0.1049 * clc_313 + 0.1139 * clc_512"
"5825231";;0,0167;;;;;;;;;;0,3205;;;0,0854;;0,0144;0,0327;0,3727;0,0251;;;0,0025;;;;;;0,1301;"0.0167 * clc_112 + 0.3205 * clc_211 + 0.0854 * clc_231 + 0.0144 * clc_243 + 0.0327 * clc_311 + 0.3727 * clc_312 + 0.0251 * clc_313 + 0.0025 * clc_324 + 0.1301 * clc_512"
"5825239";;0,0091;0,0076;;;;;;;;;0,1599;;;0,1622;;;0,0103;0,5657;0,0062;;;0,0085;;;0,0099;;;0,0606;"0.0091 * clc_112 + 0.0076 * clc_121 + 0.1599 * clc_211 + 0.1622 * clc_231 + 0.0103 * clc_311 + 0.5657 * clc_312 + 0.0062 * clc_313 + 0.0085 * clc_324 + 0.0099 * clc_411 + 0.0606 * clc_512"
"58252911";;0,0873;;;;;;;;;;0,0706;;;0,1769;;;0,0423;0,608;0,0149;;;;;;;;;0;"0.0873 * clc_112 + 0.0706 * clc_211 + 0.1769 * clc_231 + 0.0423 * clc_311 + 0.608 * clc_312 + 0.0149 * clc_313 + 0 * clc_512"
"582529111";;5e-04;;;;;;;;;;;;;0,9995;;;;;;;;;;;;;;;"5e-04 * clc_112 + 0.9995 * clc_231"
"5825291211";;0,0932;;;;;;;;;;;;;0,9068;;;;;;;;;;;;;;;"0.0932 * clc_112 + 0.9068 * clc_231"
"5825291212";;0,0307;;;;;;;;;0,0074;0,1647;;;0,5276;;;;0,2233;0,0463;;;;;;;;;;"0.0307 * clc_112 + 0.0074 * clc_142 + 0.1647 * clc_211 + 0.5276 * clc_231 + 0.2233 * clc_312 + 0.0463 * clc_313"
"5825291213";;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1 * clc_112"
"5825291214";;0,0568;;;;;;;;;0,3566;;;;3e-04;;;0,0422;0,5441;;;;;;;;;;;"0.0568 * clc_112 + 0.3566 * clc_142 + 3e-04 * clc_231 + 0.0422 * clc_311 + 0.5441 * clc_312"
"58252912151";;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1 * clc_112"
"58252912159";;0,9792;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0208;"0.9792 * clc_112 + 0.0208 * clc_512"
"5825291219";;0,0075;;;;;;;;;0,0349;0,0083;;;1e-04;;;0,454;0,0308;;;;;;;;;;0,4646;"0.0075 * clc_112 + 0.0349 * clc_142 + 0.0083 * clc_211 + 1e-04 * clc_231 + 0.454 * clc_311 + 0.0308 * clc_312 + 0.4646 * clc_512"
"58252912911";;;;;;;;;;;;;;;;;;0,9999;;;;;;;;;;;1e-04;"0.9999 * clc_311 + 1e-04 * clc_512"
"58252912919";;;;;;;;;;;;;;;0,1479;;;0,3515;0,1145;;;;;;;;;;0,3861;"0.1479 * clc_231 + 0.3515 * clc_311 + 0.1145 * clc_312 + 0.3861 * clc_512"
"5825291292";;;;;;;;;;;;0,1734;;;0,0802;;;0,061;0,4095;0,0622;;;;;;;;;0,2138;"0.1734 * clc_211 + 0.0802 * clc_231 + 0.061 * clc_311 + 0.4095 * clc_312 + 0.0622 * clc_313 + 0.2138 * clc_512"
"5825291293";;;;;;;;;;;;;;;;;;;0,8359;;;;;;;;;;0,1641;"0.8359 * clc_312 + 0.1641 * clc_512"
"5825291299";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"58252919";;0,1016;;;;;;;;;;0,103;;;0,1124;;;0,0053;0,6479;;;;0,0298;;;;;;;"0.1016 * clc_112 + 0.103 * clc_211 + 0.1124 * clc_231 + 0.0053 * clc_311 + 0.6479 * clc_312 + 0.0298 * clc_324"
"582529311";;0,6367;;;;;;;;;;;;;;;;0,3633;;;;;;;;;;;;"0.6367 * clc_112 + 0.3633 * clc_311"
"582529319";;0,0021;;;;;;;;;;;;;;;;0,9979;;;;;;;;;;;;"0.0021 * clc_112 + 0.9979 * clc_311"
"58252932";;0,0246;;;;;;;;;;0,04;;;0,0789;;;0,002;0,3958;;0,0105;1e-04;0,0728;;;;;;0,3753;"0.0246 * clc_112 + 0.04 * clc_211 + 0.0789 * clc_231 + 0.002 * clc_311 + 0.3958 * clc_312 + 0.0105 * clc_321 + 1e-04 * clc_322 + 0.0728 * clc_324 + 0.3753 * clc_512"
"58252933";;0,0911;;;;;;;;;;;;;0,1613;;;0,7228;;;;0,0088;0,016;;;;;;;"0.0911 * clc_112 + 0.1613 * clc_231 + 0.7228 * clc_311 + 0.0088 * clc_322 + 0.016 * clc_324"
"582529341";;;;;;;;;;;;0,2365;;;0,2166;;;;0,541;;0;;0,0058;;;;;;;"0.2365 * clc_211 + 0.2166 * clc_231 + 0.541 * clc_312 + 0 * clc_321 + 0.0058 * clc_324"
"582529342";;;;;;;;;;;;0,0182;;;;;;0,0451;0,7746;;0,1105;;0,051;;5e-04;;;;;"0.0182 * clc_211 + 0.0451 * clc_311 + 0.7746 * clc_312 + 0.1105 * clc_321 + 0.051 * clc_324 + 5e-04 * clc_333"
"582529343";;;;;;;;;;;;0,3231;;;0,1058;;;;0,2691;;;;0,3021;;;;;;;"0.3231 * clc_211 + 0.1058 * clc_231 + 0.2691 * clc_312 + 0.3021 * clc_324"
"582529344";;;;;;;;;;;;0,3175;;;0,0084;;;0,111;;0,0183;;;0,0472;;0,0039;;;;0,4937;"0.3175 * clc_211 + 0.0084 * clc_231 + 0.111 * clc_311 + 0.0183 * clc_313 + 0.0472 * clc_324 + 0.0039 * clc_333 + 0.4937 * clc_512"
"582529345";;;;;;;;;;;;0,3987;;;;;;;0,0475;;;;0,3236;;0,2302;;;;;"0.3987 * clc_211 + 0.0475 * clc_312 + 0.3236 * clc_324 + 0.2302 * clc_333"
"5825293461";;0,0149;;;;;;;;;;;;;0,0282;;;;0,0812;0,0247;;;0,0362;;0,0065;;;;0,8083;"0.0149 * clc_112 + 0.0282 * clc_231 + 0.0812 * clc_312 + 0.0247 * clc_313 + 0.0362 * clc_324 + 0.0065 * clc_333 + 0.8083 * clc_512"
"5825293469";;;;;;;;;;;;;;;;;;;0,8025;;;;0,0239;;;;;;0,1735;"0.8025 * clc_312 + 0.0239 * clc_324 + 0.1735 * clc_512"
"5825293471";;;;;;;;;;;;0,0045;;;;;;0,0104;0,1147;;0,0195;;0,3979;;0,1126;;;;0,3403;"0.0045 * clc_211 + 0.0104 * clc_311 + 0.1147 * clc_312 + 0.0195 * clc_321 + 0.3979 * clc_324 + 0.1126 * clc_333 + 0.3403 * clc_512"
"5825293472";;;;;;;;;;;;;;;;;;;0,9941;;;;;;;;;;0,0059;"0.9941 * clc_312 + 0.0059 * clc_512"
"5825293473";;;;;;;;;;;;;;;;;;;0,6013;;;;0,0556;;0,041;;;;0,3021;"0.6013 * clc_312 + 0.0556 * clc_324 + 0.041 * clc_333 + 0.3021 * clc_512"
"58252934741";;;;;;;;;;;;;;;;;;0,0035;0,4645;;0,0057;;0,5263;;;;;;;"0.0035 * clc_311 + 0.4645 * clc_312 + 0.0057 * clc_321 + 0.5263 * clc_324"
"58252934749";;;;;;;;;;;;;;;;;;;0,1934;0,0767;0,0339;0,0326;0,2652;0,0432;0,0192;;;;0,3359;"0.1934 * clc_312 + 0.0767 * clc_313 + 0.0339 * clc_321 + 0.0326 * clc_322 + 0.2652 * clc_324 + 0.0432 * clc_331 + 0.0192 * clc_333 + 0.3359 * clc_512"
"582529347911";;;;;;;;;;;;;;;;;;;0,4974;0,0748;;;0,075;;0,0789;;;;0,274;"0.4974 * clc_312 + 0.0748 * clc_313 + 0.075 * clc_324 + 0.0789 * clc_333 + 0.274 * clc_512"
"582529347919";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"58252934799";;;;;;;;;;;;;;;;;;;0,3213;;;;0,0538;;;;;;0,6249;"0.3213 * clc_312 + 0.0538 * clc_324 + 0.6249 * clc_512"
"582529348";;;;;;;;;;;;;;;;;;0,0465;0,0987;;;;;;;;;;0,8548;"0.0465 * clc_311 + 0.0987 * clc_312 + 0.8548 * clc_512"
"5825293491";;0,0199;;;;;;;;;;;;;0,006;;;0,1334;0,4662;4e-04;;;0,0805;;;;;;0,2936;"0.0199 * clc_112 + 0.006 * clc_231 + 0.1334 * clc_311 + 0.4662 * clc_312 + 4e-04 * clc_313 + 0.0805 * clc_324 + 0.2936 * clc_512"
"5825293499";;;;;;;;;;;;;;;0,2942;;;;0,7042;0,0016;;;;;;;;;;"0.2942 * clc_231 + 0.7042 * clc_312 + 0.0016 * clc_313"
"58252935";;0,0142;;;;;;;;;;;;;0,1161;;;0,2524;0,2331;0,2716;;;0,1126;;;;;;;"0.0142 * clc_112 + 0.1161 * clc_231 + 0.2524 * clc_311 + 0.2331 * clc_312 + 0.2716 * clc_313 + 0.1126 * clc_324"
"58252936";;0,0994;;;;;;;;;;;;;0,0174;;;0,0078;0,382;0,3765;;;0,1169;;;;;;;"0.0994 * clc_112 + 0.0174 * clc_231 + 0.0078 * clc_311 + 0.382 * clc_312 + 0.3765 * clc_313 + 0.1169 * clc_324"
"58252939";;;;;;;;;;;;;;;0,0239;;;;0,1606;0,8155;;;;;;;;;;"0.0239 * clc_231 + 0.1606 * clc_312 + 0.8155 * clc_313"
"5825299";;;;;;;;;;;;0,1414;;;0,3362;;;9e-04;0,4283;0,0932;;;;;;;;;;"0.1414 * clc_211 + 0.3362 * clc_231 + 9e-04 * clc_311 + 0.4283 * clc_312 + 0.0932 * clc_313"
"5825311";;;;;;;;;;;;0,6717;;;0,302;;;;0,0262;;;;;;;;;;;"0.6717 * clc_211 + 0.302 * clc_231 + 0.0262 * clc_312"
"58253131";;0,1213;0,123;;;;;;;0,0074;;0,074;;;0,0562;;0,0052;0,0434;0,4794;0,0249;;0,0288;0,0365;;;;;;;"0.1213 * clc_112 + 0.123 * clc_121 + 0.0074 * clc_141 + 0.074 * clc_211 + 0.0562 * clc_231 + 0.0052 * clc_243 + 0.0434 * clc_311 + 0.4794 * clc_312 + 0.0249 * clc_313 + 0.0288 * clc_322 + 0.0365 * clc_324"
"674131";;0,0654;0,0073;;;;0,0114;;;;0,0055;0,2322;;;0,1255;0,0191;0,1651;0,0302;0,1859;0,1524;;;;;;;;;;"0.0654 * clc_112 + 0.0073 * clc_121 + 0.0114 * clc_131 + 0.0055 * clc_142 + 0.2322 * clc_211 + 0.1255 * clc_231 + 0.0191 * clc_242 + 0.1651 * clc_243 + 0.0302 * clc_311 + 0.1859 * clc_312 + 0.1524 * clc_313"
"674132";;0,0342;;;;;;;;;;0,0843;;;0,0536;;0,0023;0,0723;0,7533;;;;;;;;;;;"0.0342 * clc_112 + 0.0843 * clc_211 + 0.0536 * clc_231 + 0.0023 * clc_243 + 0.0723 * clc_311 + 0.7533 * clc_312"
